  #,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Parent Genres,Album,Album Date ,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,Label,ISRC
1534,"L'oiseau et l'enfant","Marie Myriam",121,5A,49,2023-06-23,03:05,0,"chanson, variété française","","Triple Best Of Les Intemporelles De La Chanson Française 1950-1970",2008-01-01,64,72,0,57,0,40,-10,C minor,4,5Yv3QyH7waV0k2L95L5t4T,"Universal Music Division MCA",FRZ027700730
1535,"À force de prier - Grand Prix Eurovision 1963","Nana Mouskouri",95,1A,36,2023-06-23,02:35,0,"schlager","","A Force De Prier",2008-01-01,35,84,0,28,0,10,-6,G#/A♭ minor,4,3C67ACFhWbVvK67i3lvmGC,"Universal Music",FRZ036306730
1536,"O Julissi Na Jalini","Ishtar",136,10A,28,2023-06-23,02:33,0,"","","O Julissi Na Jalini",2008-01-01,65,93,0,75,0,20,-9,B minor,4,1f4WdiW7kIRlUktz7xTcNA,"ARS Entertainment N.V.",BEUM70800104
1537,"There Must Be Another Way","Noa, Mira Awad",106,4B,76,2023-06-23,03:01,6,"","","There Must Be Another Way (International Version)",2008-01-01,62,37,0,66,0,0,-5,G#/A♭,4,1kAd2YjUm5EL2usF9RiXIn,"Universal Music Spain S.L.",ES5700900440
1538,"Hold On Be Strong","Maria Haukaas Storeng",184,12A,75,2023-06-23,03:03,1,"norwegian pop","","Hold On Be Strong",2008-01-01,41,41,0,59,0,30,-3,C♯/D♭ minor,4,1CyIRSKEPbumgbj2KLzMkj,"Universal Music AS",NOUM70702725
1539,"Wolves Of The Sea","Pirates Of The Sea",145,11B,86,2023-06-23,03:04,20,"","","Wolves Of The Sea",2008-01-01,59,0,0,78,0,30,-11,A,4,1LVQ5LsVHxpgnY7VAyLjCR,"Universal Music AB",SEXPK0800301
1540,"Baila El Chiki Chiki","Rodolfo Chikilicuatre",97,3A,84,2023-06-23,02:51,0,"","","Baila El Chiki Chiki",2008-01-01,86,1,0,75,10,0,-6,A#/B♭ minor,4,31vZuxOdUFyJjazxvxUK8N,"ARS Entertainment N.V.",ES61A0800001
1541,"Casanova","Gisela",138,4B,100,2023-06-23,02:55,0,"","","Casanova",2008-01-01,65,10,0,62,10,20,-2,G#/A♭,4,3Bo3YjaF0wcJzbWBCXmyJQ,"Universal Music Spain S.L.",ES5700800813
1542,"Carry Me In Your Dreams","Kejsi Tola",128,1A,67,2023-06-23,03:07,27,"","","Carry Me In Your Dreams",2008-00-00,68,0,0,67,0,0,-8,G#/A♭ minor,4,2RXAceow4zcK8jRSIdfbeH,"Independent",QMEZE2023191
1543,"Dance with me","Ádok Zoli",125,4B,96,2023-06-23,03:57,0,"","","Tanclepes",2008-00-00,66,0,0,81,10,0,-4,G#/A♭,4,3LDK4pY6mDkO6sgUnc6TZL,"Magneoton",HUMAG2008237
1544,"Pokusaj - Bosnia & Herzegovina","Laka",144,12B,83,2023-06-23,03:03,0,"","","Eurovision Song Contest 2008",2008-00-00,61,23,0,21,0,10,-5,E,4,4h6XFC9T1diF2FEuS5KZCd,"EMM",DKBV70807804
1545,"Candlelight","Csézy",134,9B,69,2023-06-23,03:23,0,"","","Szívverés",2008-00-00,56,9,0,25,0,50,-3,G,4,1KgJruJ8tYrSdYE5qfF9ey,"Magneoton",HUMAG2008389
1546,"Lejla","Hari Mata Hari",91,11A,46,2023-06-23,03:01,0,"","","Balade 1988 - 2008",2008-00-00,47,88,0,29,0,0,-8,F#/G♭ minor,4,0xDQnj1CobUOFmVsovknB1,"Hi Fi Centar / Mascom Records",CSAO21230201
1547,"Refrain - Deutsche Version 2008","Lys Assia",110,7B,62,2023-06-23,03:26,0,"schlager","","Refrain des Lebens",2008-00-00,51,29,0,43,0,10,-6,F,4,4yiA4nK9u3rvb7HpNVyTEy,"Cariblue",DES120100074
1548,"Refrain - Französische Version 2008","Lys Assia",110,7B,66,2023-06-23,03:26,0,"schlager","","Refrain des Lebens",2008-00-00,49,39,1,45,0,10,-5,F,4,0Rz5ImkG5OxhZATsFM6HN3,"Cariblue",DES120100079
1549,"Baila El Chiki Chiki - Spain","Rodolfo Chikilicuatre",97,3A,85,2023-06-23,02:54,0,"","","Eurovision Song Contest 2008",2008-00-00,86,1,0,74,20,0,-5,A#/B♭ minor,4,3MRIeQnEUab2sOZMOtRJb9,"EMM",DKBV70807807
1550,"Peace Will Come - Georgia","Diana Gurtskaya",154,4A,80,2023-06-23,03:03,0,"","","Eurovision Song Contest 2008",2008-00-00,57,50,0,68,0,20,-4,F minor,4,3TUqoTXTnUN4d3xMCBxzbS,"EMM",DKBV70807808
1551,"Day After Day - Azerbaijan","Elnur & Samir",108,2B,83,2023-06-23,03:08,0,"","","Eurovision Song Contest 2008",2008-00-00,58,1,0,53,0,10,-8,F#/G♭,4,2wbdDUNY1YSygS0WB2bA92,"EMM",DKBV70807803
1552,"Femme Fatale - Cyprus","Evdokia Kadi",155,4B,71,2023-06-23,02:59,0,"laïko, entehno","","Eurovision Song Contest 2008",2008-00-00,58,59,0,65,10,0,-6,G#/A♭,4,6BA1xsQca2ZCFAUpsxOkob,"EMM",DKBV70807806
1553,"A Century Of Love - Moldova","Geta Burlacu",140,7A,62,2023-06-23,03:02,0,"","","Eurovision Song Contest 2008",2008-00-00,69,39,0,53,0,10,-5,D minor,4,4HspYkcC8vEQJMXp2PsGik,"EMM",DKBV70807811
1554,"FOR LIFE - Radio Edit","Isis Gee",140,1B,71,2023-06-23,03:03,0,"","","FOR LIFE",2008-00-00,53,20,0,35,0,10,-6,B,4,79Or94MUNlZwEyufCAPs4i,"TIDAL WATER RECORDS",GBLFP1039306
1555,"Nomads In The Night - Lithuania","Jeronimas Milius",143,3B,40,2023-06-23,02:45,0,"","","Eurovision Song Contest 2008",2008-00-00,36,61,0,20,0,10,-7,C♯/D♭,4,6itK1xh2ElVpJ97pfSGVTh,"EMM",DKBV70807810
1556,"Leto Svet - Estonia","Kreisiraadio",132,2B,86,2023-06-23,02:54,0,"","","Eurovision Song Contest 2008",2008-00-00,80,4,2,89,0,0,-4,F#/G♭,4,53qwk6dcGkl7wuEHK7Wwzv,"EMM",EEDS10800001
1557,"Zemrën E Lamë Peng - Albania","Olta Boka",63,3B,64,2023-06-23,02:59,0,"","","Eurovision Song Contest 2008",2008-00-00,40,45,0,37,0,10,-4,C♯/D♭,3,3MIS5YTya7CdctKUPffZ3V,"EMM",DKBV70807801
1558,"Zauvijek Volim Te - Montenegro","Stefan Filipović",127,11A,82,2023-06-23,03:00,0,"","","Eurovision Song Contest 2008",2008-00-00,71,4,0,88,0,10,-5,F#/G♭ minor,4,2w8ackvtwWESSVHvAgykY7,"EMM",DKBV70807812
1559,"Let Me Love You - FYR Macedonia","Tamara, Vrcak And Adrijan",105,6A,90,2023-06-23,02:49,0,"","","Eurovision Song Contest 2008",2008-00-00,61,10,0,82,0,0,-5,G minor,4,2StcHGDl4xtN1RjmWLxCZb,"EMM",DKBV70807813
1560,"Vjerujem U Ljubav","Dragonfly, Dado Topic",100,10A,81,2023-06-23,03:05,0,"","","Vjerujem U Ljubav (Nova Snimka)",2007-12-23,58,4,0,58,0,0,-8,B minor,4,3VgZvAcoinxKMthEdI5kjT,"Croatia Records d.d.",HRA040751795
1561,"Lisa Mona Lisa - franz. Originalaufnahme","Wilfried",91,11B,53,2023-06-23,03:01,0,"neue deutsche welle","","Best Of Wilfried",2007-11-30,55,50,0,51,0,30,-10,A,4,2WZP5CNqyWEIqKLRg3MDZP,"Bellaphon",ATB058800003
1562,"Trödler & Co","Peter, Sue & Marc",118,3B,81,2023-06-23,02:47,8,"schlager","","The Legend (Remastered)",2007-11-30,72,14,0,96,0,0,-7,C♯/D♭,4,55VbvZt9eBrJpAaMnKHztt,"Universal Music GmbH",CHUM71500078
1563,"Lisa Mona Lisa","Wilfried",85,4B,62,2023-06-23,03:13,5,"neue deutsche welle","","Best Of Wilfried",2007-11-30,44,46,0,54,0,30,-8,G#/A♭,4,71IqQHNYKR2bEa997LBS2o,"Bellaphon",ATB058800002
1564,"Det gör ont","Lena Philipsson",127,1B,98,2023-06-23,03:01,42,"swedish pop, schlager, dansband","","Lena 20 år",2007-11-07,66,0,0,79,0,10,-3,B,4,2aeVGqdsF7WbKZkwhcCeqm,"Columbia",SEBGA0403010
1565,"Hienompaa tiedä en - It's Nice to Be in Love Again","Kirka ja Anna",114,11B,42,2023-06-23,02:58,0,"iskelmä, finnish pop, finnish rock","","Täydet 100",2007-10-22,76,65,0,71,0,0,-9,A,4,6TTIVUeBGYKCS9lO3xUIVN,"WEA",FIWMA0700181
1566,"Kom sol, kom regn - 2007 Remastered Version","Inger Jacobsen",101,6B,37,2023-06-23,02:42,15,"norwegian pop","","Diamanter - Presang Til Mor",2007-09-21,21,16,0,21,0,10,-13,A#/B♭,4,0iUroSitQySYZr5tdT4StB,"Parlophone Norway",NOAFE0705070
1567,"Hold On To Our Love","Karaoke - Ameritz",125,9B,37,2023-06-23,02:55,1,"","","Karaoke - TV Talent Shows Vol.4",2007-08-17,71,29,0,14,0,20,-11,G,3,5lhgBlBC6w2dqO1PlrsbKk,"2007 Ameritz Music Limited",USA560696003
1568,"Shake It Up - Original Version","Kenan Doğulu",108,3A,79,2023-06-23,03:04,0,"turkish pop, t-pop","","7.5",2007-08-02,79,1,0,91,0,0,-7,A#/B♭ minor,4,3qZPi3ikzBtPt2gQuLGbmT,"DOĞULU SES",TR0010700262
1569,"Molitva (ESC) - Serbian Version","Marija Šerifović",81,7A,53,2023-06-23,03:02,12,"","","Molitva Destiny (Eurovision Winner 2007 - Serbia)",2007-07-31,27,71,0,35,0,20,-7,D minor,4,0DDZoIXfwsqUjCXJHomP1G,"Highball Music",DEP780700583
1570,"Molitva - Serbian Version","Marija Šerifović",81,7A,53,2023-06-23,03:02,34,"","","Molitva Destiny (Eurovision Winner 2007 - Serbia)",2007-07-30,27,71,0,35,0,20,-7,D minor,4,1ue71r2sNUvl4LSqvgVVcZ,"Highball Music",DEBL60710718
1571,"Everything","Anna Vissi",176,2B,50,2023-06-23,03:00,27,"laïko, entehno","","The Essential",2007-07-30,38,23,0,38,0,20,-7,F#/G♭,4,6RIt1anpTUmmhm4sgfhGsI,"Columbia",GRS010600078
1572,"Non, a jamais sans toi","Yovanna",95,10A,43,2023-06-23,03:13,0,"","","An S' Arnitho Agapi Mou",2007-07-24,35,83,0,15,0,20,-7,B minor,3,2eklJtgkMIjgqLZwaouyq1,"Melody Maker",GRM019500178
1573,"Better the Devil You Know","Sonia",79,1A,87,2023-06-23,02:34,14,"hi-nrg","Electronic","Greatest Hits",2007-07-06,55,1,0,82,0,40,-6,G#/A♭ minor,4,1nUiswDwKT7QI1yhb82LZH,"Sony BMG Music Entertainment",GBARK0400011
1574,"Go (before you break my heart)","Gigliola Cinquetti",77,9A,43,2023-06-23,03:43,18,"bolero, canzone napoletana","","Gigliola Cinquetti con Los Panchos",2007-06-07,45,38,9,17,0,10,-10,E minor,4,73rCb94ghTVajbowIOzB1B,"Magenta",ARG991001109
1575,"Ole Ole","Yizhar Kohen",133,9B,72,2023-06-23,03:06,0,"","","Hallelujah Israel",2007-06-01,66,42,0,64,0,20,-5,G,4,1DzgOdIG2KfgyUV80gw263,"Play-Records",USA560892204
1576,"Hallelujah","Gali Atari&chalav odvash",134,3B,58,2023-06-23,03:21,0,"","","Hallelujah Israel",2007-06-01,51,45,0,55,0,10,-7,C♯/D♭,4,5FKGsEiN2aL6vCuRJXmtYe,"Play-Records",USA560892202
1577,"Vampires Are Alive","DJ BoBo",134,4A,78,2023-06-23,03:03,0,"eurodance, europop","Electronic, Pop","Vampires",2007-05-11,61,18,0,45,0,20,-6,F minor,4,6IYkxYHWrcWEtgSAzjtBb8,"Yes Music AG",DEMI60700008
1578,"Valentine Lost (Iceland)","Eirikur Hauksson",172,6A,85,2023-06-23,03:02,0,"","","Eurovision Song Contest 2007",2007-05-11,24,6,0,34,0,10,-4,G minor,4,5UpETFvkAOLHzJdb5kQXh8,"",ISZ110700101
1579,"Time To Party (Poland)","The Jet Set",130,8B,84,2023-06-23,03:00,0,"","","Eurovision Song Contest 2007",2007-05-11,68,1,0,73,20,20,-3,C,4,74G1N0XIQzdKF1xtO4vcDR,"",PLUM70700026
1580,"Dschinghis Khan - 2007 Version","Dschinghis Khan",140,8A,85,2023-06-23,03:06,47,"neue deutsche welle, schlager, schlagerparty","","7 Leben",2007-05-11,70,3,0,78,0,10,-5,A minor,4,0ksebE6LrZocf2L5f4N1q7,"Koch Music",DEUM70703330
1581,"Rijeka Bez Imena (Bosnia & Herzegovina)","Maria",158,10B,55,2023-06-23,03:05,0,"","","Eurovision Song Contest 2007",2007-05-11,41,69,0,38,0,10,-8,D,4,3hBuCktGemSxyA5REd6FM7,"",DKBV70705105
1582,"Frauen regier'n die Welt","Roger Cicero",134,11B,65,2023-06-23,02:58,4,"german pop, swing music","","Frauen regier'n die Welt",2007-05-10,57,10,0,54,0,10,-4,A,4,3bFbtbrUCdLzR5lVQwDbNi,"Sony Music/CICEU/HDW/ RAMOND/HASS",DEA620600799
1583,"Sto Pregando - Radio Version","Duilio",72,3B,33,2023-06-23,04:11,3,"","","Duilio",2007-05-08,39,25,0,23,0,20,-13,C♯/D♭,4,2Byyrw4klXAq8mcFKQGRtc,"Viteka Music AG",CH0650600256
1584,"Flying the Flag (For You) - Eurovision 2007 UK Version","Scooch",138,4B,92,2023-06-23,03:04,30,"","","Flying The Flag [For You]",2007-04-30,57,2,0,37,20,0,-4,G#/A♭,4,6UFFiCbEkd5p2XULVLOSVQ,"Warner Records",GBAHT0700151
1585,"Vampires Are Alive","DJ BoBo",134,4A,76,2023-06-23,02:50,3,"eurodance, europop","Electronic, Pop","Vampires Are Alive",2007-04-20,63,14,0,44,0,20,-7,F minor,4,1C9QoiXMpSbWIpnpi9AldT,"YES MUSIC",DEMI61400317
1586,"I love you mi vida","D'Nash",125,10A,95,2023-06-23,02:59,27,"","","I love you mi vida",2007-04-17,57,3,0,69,0,20,-5,B minor,4,5gyRR6ktWPnqOPQg6A459n,"DRO/Spain",ES7880730001
1587,"The Worrying Kind","The Ark",134,12A,85,2023-06-23,02:55,29,"swedish pop","","Prayer For The Weekend",2007-04-16,65,2,0,80,0,0,-4,C♯/D♭ minor,4,5zIxRPGxiOBNRDBu2Upk4i,"Roxy Recordings",DKBV70700601
1588,"De Troubadour - Live","Lenny Kuhr",164,12A,45,2023-06-23,03:44,17,"hollands, nederpop","","40 Jaar Verliefd (Live)",2007-04-13,35,58,0,33,0,90,-8,C♯/D♭ minor,3,2T7LZndtDcD2vu2GjRJfTV,"Uil Records",NLQ741600088
1589,"Questa Notte","Bonaparti.lv",118,6B,60,2023-06-23,02:58,11,"","","Questa Notte - Latvian Eurovision Entry",2007-04-12,53,67,0,35,0,10,-4,A#/B♭,3,1kcwsoWjmm9THtkhL1vQ7Y,"Mikrofona ieraksti",LVA100700040
